ref,word,num,dep,label,dep2,label2
21b.026; 21b.032,tei'yoonoh'o'.,6,4,agent,,
21b.028,"tei'yoonoh'o',",1,2,agent,,
21b.028,niitoyoohowu3i'.,2,0,root,,
21b.029,Noh,1,4,disc,,
21b.029,huut,2,4,part,,
21b.029,notoone,3,4,sbjct,,
21b.029,nihno'koohut.,4,0,root,,
21b.030,Noh,1,2,disc,,
21b.030,hetwoowoti'eyeit,2,0,root,,
21b.030,'oh.,3,2,disc,,
21b.031,Heetnihi'koohunoo3i,1,2,sucl,,
21b.031,noxowuwoowoti'eyeit.,2,0,root,,
21b.032,Ne'ce'ce3koohu3i'.,1,skip,,,
21b.033,Noh,1,2,disc,,
21b.033,heetce'no'koohu3i'.,2,0,root,,
21b.034,Heetbi'bebiiswoowoti'eyeinoo,1,0,root,,
21b.034,"hoo3iihi',",2,1,part,,
21b.034,nih'iit.,3,1,cite,,
21b.035,heetbee3woti'eyeinoo,1,0,root,,
21b.035,"ce'no'koohunoohok,",2,1,sucl,,
21b.035,nih'iit.,3,1,cite,,
21b.036,Noh,1,3,disc,,
21b.036,hibeh'eihohow,2,6,appos,,
21b.036,heetteeteesiseenoo,3,0,root,,
21b.036,hu'un,4,5,det,,
21b.036,"woxhooxebii,",5,3,adjct,,
21b.036,nih'iit,6,3,cite,,
21b.036,(name).,7,6,sbjct,,
21b.037,Niixoo,1,2,part,,
21b.037,he'eeneistoo3i,2,0,root,,
21b.037,hi'iihi',3,2,part,,
21b.037,hiniisoono.,4,2,instr,,
21b.038,Noh,1,3,disc,,
21b.038,woow,2,3,part,,
21b.038,heneeneiniisih'ehit.,3,0,root,,
21b.039,Noh,1,2,disc,,
21b.039,neniiso'eeneiniisih'ehi3i'.,2,0,root,,
21b.040,Niiniinii3inoo3i'.,1,skip,,,
21b.041,Noh,1,3,disc,,
21b.041,hiih'oho,2,3,agent,,
21b.041,nih'oonoo3itoonei'ee3i',3,0,root,,
21b.041,neeneistooni3i.,4,3,cocl.secobj,,
21b.042,He'iisih'i3i,1,5,cocl.objct,,
21b.042,hinee,2,3,det,,
21b.042,honoh'oe,3,1,sbjct,,
21b.042,nono'einiihi',4,1,part,,
21b.042,[nei]hoowoe'in.,5,0,root,,
21b.043,Nuhu',1,2,det,,
21b.043,hibesiiwoho,2,3,under,,
21b.043,nih'enohoot,3,0,root,,
21b.043,hi'in,4,5,det,,
21b.043,honoh'oe.,5,3,agent,,
21b.045,Young,1,3,skip,,
21b.045,(name),2,3,skip,,
21b.045,"(name),",3,7,topic,,
21b.045,'oh,4,7,disc,,
21b.045,nee'eesih'it,5,7,pred,,
21b.045,nuhu'.,6,5,sbjct,,
21b.045,<empty>,7,0,roote,,
21b.046,Nono'oteihit.,1,skip,,,
21b.047,Hiit,1,2,part,,
21b.047,"nihno'uxohoo3i',",2,0,root,,
21b.047,'oh,3,8,disc,,
21b.047,nihniiheniini,4,8,skip,,
21b.047,hiit,5,8,part,,
21b.047,wootii,6,8,part,,
21b.047,heetee,7,8,part,,
21b.047,nih'entoot.,8,2,rootp,,
21b.048,neeneinkoohut,1,0,root,"Here the first two verbs look like coordinated without the conjunction. So should we reconstruct it? Also negation here is after the root, almost like an empty parallel root is needed here. ",
21b.048,niinikotiit;,2,1,rootp,,
21b.048,'oh,3,4,disc,,
21b.048,nihbehneyeinei'iitiinoono',4,1,rootp,,
21b.048,'oh,5,4,disc,,
21b.048,hoowuuni.,6,4,skip,,
21b.049,Niiniiheneihit,1,0,root,,
21b.049,heeneestoo3i.,2,1,cocl.adjct,,
21b.050,He3ebih'o,1,2,under,,
21b.050,nii-ni'eenowoot,2,0,root,,
21b.050,niibeethi'iiniinikotiit.,3,2,rootp,,
21b.051,'oh,1,5,disc,,
21b.051,nuhu',2,4,det,,
21b.051,ceexoon,3,4,det,,
21b.051,hinii'iwoho,4,5,agent,,
21b.051,niico'ontoyoohobeit.,5,0,root,,
21b.052,Hee3ebwonoobenowuuneihini3.,1,skip,,,
21b.053,'oh,1,6,disc,,
21b.053,nuhu',2,3,det,,
21b.053,"hibesiiwoho,",3,6,appos,,
21b.053,hini',4,5,det,,
21b.053,"(name),",5,6,agent,,
21b.053,kooxci'hiinikotiiheit.,6,0,root,,
21b.054,Noh,1,5,disc,,
21b.054,nee'eesneyeiniiniii'oh'ee3i',2,5,pred,,
21b.054,nuhu',3,4,det,,
21b.054,tei'yoonoh'o'.,4,2,under,,
21b.054,<empty>,5,0,roote,,
21b.055,Noh,1,5,disc,"not clear what noh is - conjunction that coordinates ""children"" and ""others"" or a discourse marker.",
21b.055,nuhu',2,3,det,,
21b.055,hoo3oo'o',3,5,sbjct,,
21b.055,'oh,4,5,disc,,
21b.055,siiniihetebinouhuuneihi3i'.,5,0,root,,
21b.056,Niiteco'onbeetnoohowou'u.,1,skip,,,
21b.057,Heeyowuusiini'i,1,2,sucl,,
21b.057,niiteco'onbeetnoohowou'u,2,0,root,,
21b.057,neisiihoho'.,3,2,under,,
21b.058,nono'o3oo',1,0,root,,
21b.058,nuhu',2,4,sbjct,,
21b.058,tohuuP,3,4,repr,,
21b.058,ceniinoohobeihinoo3i;,4,1,sucl,there is a punctuation mark between the sucl and wo'ei3; the coor is not really a sucl by itself because it doesn't have any morph. Qualities to be it. Another possible labeling here is 5 - disc and 6 is rootp.,
21b.058,wo'ei3,5,4,conj,,
21b.058,teco'onkokoh'oenebeihi3i'.,6,5,coor,,
21b.059,'oh,1,2,disc,,
21b.059,niibeexni'i3ecootiini',2,0,root,,
21b.059,niisnoohobeihinoo3i,3,2,sucl,,
21b.059,nuhu',4,5,det,,
21b.059,tei'yoonoh'o'.,5,4,sbjct,,
21b.060,Nih'iisiii'oh'o',1,0,root,,
21b.060,neh'eeno,2,3,det,,
21b.060,nootineehisei.,3,1,under,,
21b.061,Noh,1,3,disc,,
21b.061,"hiisoh'o,",2,3,under,,
21b.061,neniiso'uusiii'oh'ou'u.,3,0,root,,
21b.062,Noh,1,2,disc,,
21b.062,hoohookeeni3i',2,0,root,,
21b.062,hookoh,3,4,part,,
21b.062,hiihoowuno'koohuno'.,4,2,sucl,,
21b.063,Hiinooninoo,1,2,sbjct,,
21b.063,"nonsih'ebeihiini3,",2,0,root,,
21b.063,neenei3oowotonoo3i',3,2,rootp,,
21b.063,nuhu',4,3,secobj,,
21b.063,neesiini.,5,4,rlcl,,
21b.065,'oh,1,3,disc,,
21b.065,teecxo',2,3,part,,
21b.065,nihniii'oh'o',3,0,root,,
21b.065,neh'eeno.,4,3,under,,
21b.066,Woxu',1,2,skip,,
21b.066,beeteenoo',2,5,topic,,
21b.066,nehe',3,4,det,,
21b.066,nootineehisei;,4,5,pred,,
21b.066,<empty>,5,0,roote,,
21b.067,nee'eesih'ini3,1,5,pred,,
21b.067,nehe',2,3,det,,
21b.067,hiisih'ow,3,,???,,
21b.067,huusoh'o.,4,1,sbjct,,
21b.067,<empty>,5,0,roote,,
21b.068,woxu',1,2,skip,,
21b.068,"beeteenoo',",2,5,topic,,
21b.068,ne'nih'iisih'it,3,5,pred,,
21b.068,nebesiibehe'.,4,3,sbjct,,
21b.068,<empty>,5,0,roote,,
21b.069,Noh,1,2,disc,,
21b.069,neneenit,2,0,root,,
21b.069,woxu',3,4,skip,,
21b.069,beeteenoo'.,4,2,sbjct,,
21b.070,Noh,1,,disc,,
21b.070,nuhu',2,4,det,,
21b.070,ceese',3,4,appos,,
21b.070,"nihniisih'o',",4,0,root,,
21b.070,hu'un,5,6,det,,
21b.070,"honoh'oehi',",6,4,under,,
21b.070,hih'oowuuni.,7,,,<-- what is this?,
21b.070,NihP,8,10,repr,,
21b.070,kookon,9,10,part,,
21b.070,nihbei'it,10,0,root,,
21b.070,nehe',11,12,det,,
21b.070,hiinooninoo.,12,10,sbjct,,
21b.071,Neneexooxeihit,1,4,topic,,
21b.071,nenee'eesih'it,2,4,pred,,
21b.071,neh'eeno.,3,2,sbjct,,
21b.071,<empty>,4,0,root,,
21b.072,Adrian.,1,skip,,,
21b.073,Noh,1,3,disc,,
21b.073,niicih'ouhuu,2,3,sbjct,,
21b.073,neetebinouhuunit,3,0,root,,
21b.073,hini'.,4,3,appos,,
21b.074,nih'iii'oh'eit,1,0,root,,
21b.074,hiinoon,2,1,agent,what did we decide on names?,
21b.074,(name).,3,2,skip,,
21b.075,Woow,1,2,part,,
21b.075,heetneeneisiii'ouhu3i'.,2,0,root,,
21b.075,Woow,3,4,part,,
21b.075,heetcesiseenei'inou'u,4,0,root,,
21b.075,nuh'uuno.,5,5,sbjct,,
21b.076,Kokoh'u3ecoot.,1,skip,,,
21b.077; 21b.078,'oh,1,3,disc,,
21b.077; 21b.079,beneexo'nih'oo3P,2,3,repr,,
21b.077; 21b.080,nih'oo3oukokoh'u3ecoo3i'.,3,0,root,,
21b.077; 21b.081,Neihoowoe'in,4,3,rootp,is it just a secondary root?,
21b.077; 21b.082,heetniisP,5,6,repr,clearly this clause is not broken up right.,
21b.077; 21b.083,heetneeneistoonoo3i.,6,4,sucl,,
21b.077; 21b.084,'oh,7,11,disc,,
21b.077; 21b.085,nuhu',8,9,adjct,is this det modifying the part?,
21b.077; 21b.086,hosei3iihi',9,11,part,,
21b.077; 21b.087,'oh,10,11,disc,,
21b.077; 21b.088,nih'iico'onei'towuunou'u,11,0,root,,
21b.077; 21b.089,nuhu',12,13,instr,is that a correct use of instrumental?,
21b.077; 21b.090,hu'uuhu'.,13,11,part,,
21b.079,Hibesiibeih'inoo,1,6,adjct,,
21b.079,wo'ei3,2,1,conj,,
21b.079,hinii'iibeih'inoo,3,2,coor,,
21b.079,wo'ei3,4,3,conj,,
21b.079,hiniito'eininoo,5,4,coor,,
21b.079,nih'ei'towuunou'u.,6,0,root,,
21b.080,'oh,1,3,disc,,
21b.080,heenoo,2,3,part,,
21b.080,hohookeeni3i'.,3,0,root,,
21b.081,Hiihoowbebiisceh'e3tiino'.,1,skip,,,
21b.082,"Uhh,",1,skip,,,
21b.082,I,2,skip,,,
21b.082,"don't,",3,skip,,,
21b.083,hiihoowbebiisceh'e3tiino'.,1,skip,,,
21b.084,"yeah,",1,2,disc,,
21b.084,hiihoowbebiisceh'e3tiino'.,2,0,root,,
21b.085,nihniitone3en.,1,,,,
21b.086,"niiniitobee3i',",1,,,,
21b.086,'oh,2,,,,
21b.086,huuhoowu'un,3,,,,
21b.086,kokoh'oeneetowuu.,4,,,,
21b.087,Hoohookeeni3i'.,1,,,,
21b.088,Hiikoot,1,,,,
21b.088,kookon,2,,,,
21b.088,siiniico'oniinsee3i',3,,,,
21b.088,hini',4,,,,
21b.088,nuh'uuno,5,,,,
21b.088,Sun,6,,,,
21b.088,Dance,7,,,,
21b.088,ni'iitooni'.,8,,,,
21b.089,Hoseihoowu',1,,,,
21b.089,ni'iitooni'.,2,,,,
21b.090,Ne'niitbiibi3ehiitoonoo'eisee3i',1,,,,
21b.090,"neniteeno',",2,,,,
21b.090,nuhu',3,,,,
21b.090,hinono'eino'.,4,,,,
21b.091,Nenee3i',1,,,,
21b.091,niibiibi3ehi3i'.,2,,,,
21b.092,Nee'ee3eenoo',1,,,,
21b.092,nuhu',2,,,,
21b.092,hoseihoowu'.,3,,,,
21b.093,Niibiibi3ehi3i',1,,,,
21b.093,hetkoutenowuuneihi3i',2,,,,
21b.093,hi'in,3,,,,
21b.093,"cenii-ni'oo,",4,,,,
21b.093,wo'ei3,5,,,,
21b.093,hiiciibeetnii3iyooninoo.,6,,,,
21b.094,Nihcih'eeneisooni'.,1,,,,
21b.095,'oh,1,,,,
21b.095,he'inou'u,2,,,,
21b.095,niihentou',3,,,,
21b.095,huutiino,4,,,,
21b.095,niityoohu3i'.,5,,,,
21b.096,Nih'iiyoo3oo',1,,,,
21b.096,hini',2,,,,
21b.096,heetyoohunoo3i,3,,,,
21b.096,teecxo'.,4,,,,
21b.097,Nih'iiniihen-ei'tobee3i',1,,,,
21b.097,heetniityoohunoo3i.,2,,,,
21b.098,Hih'oowuuni,1,,,,
21b.098,nuhu',2,,,,
21b.098,nec,3,,,,
21b.098,tohuubi'nih'kuuhuni'.,4,,,,
21b.099,Nih'iiniiheneihi3i',1,,,,
21b.099,nih'iisno'oteihi',2,,,,
21b.099,"nec,",3,,,,
21b.099,hoowuunih'ooP.,4,,,,
21b.100,Hiihoowbeetneyeihe'iyeino'.,1,,,,
21b.101,Woow,1,,,,
21b.101,nonoonoko':,2,,,,
21b.101,ne'nih'ii'beteenoo',3,,,,
21b.101,teecxo'.,4,,,,
21b.102,Hiikoot,1,,,,
21b.102,hi'in,2,,,,
21b.102,"beh'eihehi',",3,,,,
21b.102,"niicebkoohuutiit,",4,,,,
21b.102,hoo'eino'.,5,,,,
21b.103,Tohcooh'entoot.,1,,,,
21b.103,Wo'ei3,2,,,,
21b.103,hoowucebenowuunee,3,,,,
21b.103,he'iiteihini3i,4,,,,
21b.103,hi'in,5,,,,
21b.103,niinii3iyoo.,6,,,,
21b.105,toonheeneisiini,1,,,,
21b.105,biibiibi3ehit,2,,,,
21b.105,wo'ei3,3,,,,
21b.105,"heeneistootiini',",4,,,,
21b.105,hoowucihcebenowuuneeno'.,5,,,,
21b.105,'oh,6,,,,
21b.105,siiwootii,7,,,,
21b.105,ne'too'useenoo',8,,,,
21b.105,heeyouhuu.,9,,,,
21b.106,Hoowoe'in,1,,,,
21b.106,hi'in,2,,,,
21b.106,nuhu',3,,,,
21b.106,beh'eihoho'.,4,,,,
21b.106,Hoownii3inowuu,5,,,,
21b.106,heeyouhuu.,6,,,,
21b.108,Kookon,1,,,,
21b.108,siihi'in,2,,,,
21b.108,hii3obee3i'.,3,,,,
21b.108,Ne'nii'bi'eeneistoo3i',4,,,,
21b.108,hiiwoonhehe'.,5,,,,
21b.109,"Hini',",1,,,,
21b.109,"tohuuheeneixoohootowootiini',",2,,,,
21b.109,nihbi'nee'eeneestoo3i'.,3,,,,
21b.109,Hoowoe'inP,4,,,,
21b.109,hoowee'inowuu.,5,,,,
21b.110,Heenetii3i'.,1,,,,
21b.111,Hiteenetiitooninoo,1,,,,
21b.111,heenetii3i'.,2,,,,
21b.111,Noh,3,,,,
21b.111,nuhu',4,,,,
21b.111,hoseihoowu',5,,,,
21b.111,niini'P,6,,,,
21b.111,nee'eesi'heenetii3i'.,7,,,,
21b.113,Noh,1,,,,
21b.113,hoowoohnee'eesoo,2,,,,
21b.113,teecxo',3,,,,
21b.113,tih'iibeteenoo'.,4,,,,
21b.114,hoowoe'inow[uu]:,1,,,,
21b.114,kookon,2,,,,
21b.114,niikoo'ouutisee3i',3,,,,
21b.114,tei'yoonoh'o',4,,,,
21b.114,hunit.,5,,,,
21b.115,Noh,1,,,,
21b.115,nuhu',2,,,,
21b.115,"niiniihencebkoohu3i',",3,,,,
21b.115,hih'oowunee'eesoo.,4,,,,
21b.116,"Nih'iiteiitooyoo',",1,,,,
21b.116,tih'iibeexo'biibi3ehiitooni'.,2,,,,
21b.117,Noh,1,,,,
21b.117,huuwoonhehe',2,,,,
21b.117,sii[koo]kon,3,,,,
21b.117,hiihoowniitoneihiinoo,4,,,,
21b.117,nuhu'.,5,,,,
21b.118,Wo'ei3,1,,,,
21b.118,nooxu3oowuhou'u,2,,,,
21b.118,nuh'uuno.,3,,,,
21b.119,Hoseihoowu',1,,,,
21b.119,hih'oownee'eestootiin.,2,,,,
21b.119,Hih'oowooxu3oowuhoo.,3,,,,
21b.120,"Niicibe',",1,,,,
21b.120,ne'nih'iitcih'esooku'ootiini'.,2,,,,
21b.120,'oh,3,,,,
21b.120,huuwoonhehe',4,,,,
21b.120,nee3ebneenoonoo'oekuu3i'.,5,,,,
21b.121,Hiihoowuni'iinxootiin.,1,,,,
21b.121,hooyowohteeno'oneih,2,,,,
21b.121,nehe',3,,,,
21b.121,hoseihiinen.,4,,,,
21b.122,'oh,1,,,,
21b.122,huuwoonhehe',2,,,,
21b.122,nihi'hiniP,3,,,,
21b.122,beenhehe',4,,,,
21b.122,nii-neyei-hee3cii3niit.,5,,,,
21b.122,'oh,6,,,,
21b.122,nookohuusteeno'onoo3i',7,,,,
21b.122,nuhu',8,,,,
21b.122,neniteeno'.,9,,,,
21b.123,Hoohookeeni3i',1,,,,
21b.123,hiiwoonhehe'.,2,,,,
21b.124,Hooweeteenee3eino'.,1,,,,
21b.125,Nuhu',1,,,,
21b.125,heeteenebetiit,2,,,,
21b.125,hiihoowtonounowuu.,3,,,,
21b.126,Siihenee3neeciini'itoo3i';,1,,,,
21b.126,heeneti3ei'i3i'.,2,,,,
21b.127,Beebeet,1,,,,
21b.127,beneetnih'oo3ouni3i':,2,,,,
21b.127,'oh,3,,,,
21b.127,"heetnee3neehetebinouhuuni3i',",4,,,,
21b.127,tohcei'inou'u,5,,,,
21b.127,nuh'uuno.,6,,,,
21b.128,Hosei3iihi',1,,,,
21b.128,"nih'iisoo',",2,,,,
21b.128,'oh,3,,,,
21b.128,nuhu',4,,,,
21b.128,"cenih'iiseentoonoo,",5,,,,
21b.129,Nihcih'eeneistootiini',1,,,,
21b.129,nihP,2,,,,
21b.129,hoowoe'inowuu.,3,,,,
21b.130,Heenetii3i'.,1,,,,
21b.131,Hiit,1,,,,
21b.131,"nosounee'ino'ohkoni',",2,,,,
21b.131,heetniini'oo',3,,,,
21b.131,heeyouhuu.,4,,,,
21b.132,Hiikoot,1,,,,
21b.132,nehe',2,,,,
21b.132,kookon,3,,,,
21b.132,niiceyotowuunouhoot,4,,,,
21b.132,beh'eihehi',5,,,,
21b.133,Hoowunii3in,1,,,,
21b.133,heeyouhuu.,2,,,,
21b.134,Beebeet,1,,,,
21b.134,"nonouhoot,",2,,,,
21b.134,beneethi'ceestoot.,3,,,,
21b.135,"toonhihnottowoot,",1,,,,
21b.135,nuhu',2,,,,
21b.135,"neeceeno,",3,,,,
21b.135,'oh,4,,,,
21b.135,heetbiineit.,5,,,,
21b.137,Nee'ee3ei'ini3,1,,,,
21b.137,hi'in,2,,,,
21b.137,hiicooon.,3,,,,
21b.138,Noh,1,,,,
21b.138,huh'oowunee'eestootiin.,2,,,,
21b.139,Hini',1,,,,
21b.139,"hinii3iyootiininoo,",2,,,,
21b.139,huh'oowukooneebiitoon,3,,,,
21b.139,heeyouhuu.,4,,,,
21b.141,Nihniiheneihi3i',1,,,,
21b.141,"neniteeno',",2,,,,
21b.141,Beneetbei'inoo3i,3,,,,
21b.141,"heeyouhuu,",4,,,,
21b.141,beneetini....,5,,,,
21b.142,'oh,1,,,,
21b.142,huuwoonhehe',2,,,,
21b.142,nehe',3,,,,
21b.142,niihenniiitowoot.,4,,,,
21b.142,Teco'oni'niiitowoo3i',5,,,,
21b.142,heetnii3inP,6,,,,
21b.142,hiit,7,,,,
21b.142,3i'ookuuni3i,8,,,,
21b.142,'oh,9,,,,
21b.142,nenee3i',10,,,,
21b.142,nih'itenou'u,11,,,,
21b.142,nuhu',12,,,,
21b.142,cebtokoy,13,,,,
21b.142,wo'ei3,14,,,,
21b.142,hi'in,15,,,,
21b.142,3ouuyokoy.,16,,,,
21b.144,Nenee3i',1,,,,
21b.144,hiyeih'inoo,2,,,,
21b.144,niiciini,3,,,,
21b.144,niiniiitowoo3i',4,,,,
21b.144,hi'iihi'.,5,,,,
21b.144,nohkuuhu',6,,,,
21b.144,nuhu',7,,,,
21b.144,beh'eihoho'.,8,,,,
21b.146,Woonookuu,1,,,,
21b.146,heetniitoo-ni',2,,,,
21b.146,hihnee'eestoonoo3i,3,,,,
21b.146,neniteeno'.,4,,,,
21b.147,Hohookeenino',1,,,,
21b.147,hoowkohtowxouuwuuni,2,,,,
21b.147,nehe'.,3,,,,
21b.148,"Hiihoowuuni,",1,,,,
21b.148,hiihoowuuni,2,,,,
21b.148,toyoohobee,3,,,,
21b.148,nuhu',4,,,,
21b.148,beh'eihehi',5,,,,
21b.149,Niinoo3oot.,1,,,,
21b.149,Beebei'on,2,,,,
21b.149,nee'eenei'koohu3i'.,3,,,,
21b.150,'oh,1,,,,
21b.150,neneenit,2,,,,
21b.150,niibeetnei'enoot.,3,,,,
21b.151,'oh,1,,,,
21b.151,"niinoo3oot,",2,,,,
21b.151,hi'in,3,,,,
21b.151,"nootineehisei,",4,,,,
21b.151,hiniin.,5,,,,
21b.152,Hoowunee'eesoo.,1,,,,
21b.153,Wonooniinootowuunoot.,1,,,,
21b.154,Hoowunee'eesoo.,1,,,,
21b.154,Hiiwoonhehe',2,,,,
21b.154,"cei'soo',",3,,,,
21b.154,niicih'eeneihit.,4,,,,
21b.154,Neneenit,5,,,,
21b.154,nooxeihi',6,,,,
21b.154,neniisce'eseiht.,7,,,,
21b.155,hoowoohnono'ein,1,,,,
21b.155,3i'.,2,,,,
