ref,word,num,dep,label,dep2,label2
21a.028,niit3eiinooxebeino'.,6,3,RLCL,,
21a.029,Ne'niit3ebyihxohoe3i'.,1,0,ROOT,,
21a.030,Noh,1,6,DISC,,
21a.030,woow,2,6,PART,,
21a.030,heetP,3,6,REPR,,
21a.030,nooxeihi',4,6,PART,,
21a.030,woow,5,6,PART,,
21a.030,"beneebii3ihi3i',",6,0,ROOT,,
21a.030,niit3eiinou'u.,7,6,COCL.ADJCT,,
21a.031,Noh,1,3,DISC,,
21a.031,huut,2,3,PART,,
21a.031,nenii3inou'u.,3,0,ROOT,,
21a.032,nooxeihi',1,3,PART,,
21a.032,hoono',2,3,PART,,
21a.032,hoowceniisei,3,0,ROOT,,
21a.032,hi'in,4,3,SBJCT,5,SBJCT
21a.032,neniice'eihit.,5,4,RLCL,,
21a.033,hoono',1,3,PART,,
21a.033,hoowuuni.,2,3,SKIP,,
21a.033,,3,0,ROOTE,,
21a.034,Hoono',1,2,PART,,
21a.034,hoowceniisei.,2,0,ROOT,,
21a.035,'oh,1,4,DISC,,
21a.035,nihP,2,4,REPR,,
21a.035,woow,3,4,PART,,
21a.035,nihcesowuunot,4,0,ROOT,,
21a.035,hiniisoon,5,4,UNDER,,
21a.035,huh?,6,??,???,,
21a.036,huut,1,2,PART,,
21a.036,3eneiisi'.,2,0,ROOT,,
21a.037,noh,1,4,DISC,,
21a.037,hu'un,2,3,DET,,
21a.037,teexokuunoox,3,4,SBJCT,,
21a.037,keentoo.,4,0,ROOT,,
21a.038,heentoo3i'.,1,0,ROOT,,
21a.039,heetP,1,SKIP,,,
21a.040,Heeteeteesiseet,1,0,ROOT,,
21a.040,nuhu',2,3,DET,,
21a.040,(name).,3,1,SBJCT,,
21a.041,"Yeah,",1,2,DISC,,
21a.041,heetteesiseet.,2,0,ROOT,,
21a.041,Heetniiniikoheit.,3,2,ROOTP,,
21a.042,"heetniiniikoheit,",1,0,ROOT,,
21a.042,noowohteexokut.,2,1,ROOTP,,
21a.043,'oh,1,3,DISC,,
21a.043,hiiwoonhehe',2,3,PART,,
21a.043,cee3koohut,3,0,ROOT,,
21a.043,hii3e'.,4,3,PART,,
21a.044,Wonihi'koohut,1,0,ROOT,,
21a.044,hiniisoono.,2,1,ADJCT,,
21a.045,heetce'no'koohut.,1,0,ROOT,,
21a.046,nee'eesinihiit.,1,0,ROOT,,
21a.047,"Cee'no'koohu3i,",1,0,ROOT,,
21a.047,bebene,2,1,PART,,
21a.047,niiscowo'oo'ohk,3,4,SUCL,,
21a.047,heetne'no'useet.,4,1,ROOTP,,
21a.048,noh,1,2,DISC,,
21a.048,ce'no'koohunoo,2,0,ROOT,,
21a.048,hi'in,3,4,DET,,
21a.048,"heebeteeteehoox,",4,2,ADJCT,,
21a.048,nehe',5,2,APPOS,6,ADJCT
21a.048,teeteesiseenoo.,6,5,RLCL,,
21a.049,Heneheyeikoheinoo,1,0,ROOT,,
21a.049,nuhu'.,2,1,ADJCT,,
21a.050,uhm.,1,SKIP,,,
21a.051,Hoono',1,2,PART,,
21a.051,hoowteexokun.,2,0,ROOT,,
21a.052,Woow,1,3,PART,,
21a.052,teeP,2,3,REPR,,
21a.052,"teneexokuni3i',",3,0,ROOT,,
21a.052,'oh,4,3,DISC,,
21a.052,hoono',5,8,PART,,
21a.052,hoowP,6,8,REPR,,
21a.052,hoono',7,8,PART,,
21a.052,hoowteeteesisee.,8,3,ROOTP,,
21a.053,hoono',1,2,PART,,
21a.053,"hoowce'teesxootiin,",2,0,ROOT,,
21a.053,hi'in,3,2,ADJCT,4,SBJCT
21a.053,nihtebenit.,4,3,RLCL,,
21a.054,"yeah,",1,3,SKIP,,
21a.054,hoono',2,3,PART,,
21a.054,hoowteesxootiin.,3,0,ROOT,,
21a.055,uhm.,1,SKIP,,,
21a.056,teebe,1,2,PART,,
21a.056,nihtebeni3i'.,2,0,ROOT,,
21a.057,uhm.,1,SKIP,,,
